Date,Unit,Minimum,Maximum,Average,Market
2015-08-17,Kg,40,50,45.0,Tomato
2015-08-23,Kg,35,40,37.5,Tomato
2016-02-14,Kg,25,30,27.5,Tomato
2015-02-04,Kg,14,18,16.0,Tomato
2013-08-07,Kg,25,30,27.5,Tomato
2016-06-23,Kg,50,60,55.0,Tomato
2016-04-07,Kg,25,30,27.5,Tomato
2020-02-11,Kg,10,15,12.5,Tomato
2013-10-21,Kg,35,40,37.5,Tomato
2014-02-07,Kg,30,35,32.5,Tomato
2016-04-15,Kg,25,30,27.5,Tomato
2018-03-14,Kg,25,30,27.5,Tomato
2018-11-16,Kg,12,20,16.0,Tomato
2017-11-27,Kg,65,70,67.5,Tomato
2019-05-12,Kg,85,90,87.5,Tomato
2015-09-24,Kg,20,30,25.0,Tomato
2020-11-17,Kg,45,50,47.5,Tomato
2017-04-05,Kg,30,35,32.5,Tomato
2014-11-30,Kg,28,35,31.5,Tomato
2016-10-10,Kg,65,75,70.0,Tomato
2015-10-14,Kg,15,25,20.0,Tomato
2019-08-27,Kg,55,60,57.5,Tomato
2020-04-24,Kg,20,25,22.5,Tomato
2018-07-29,Kg,19,23,21.0,Tomato
2015-02-24,Kg,12,16,14.0,Tomato
2016-01-01,Kg,40,50,45.0,Tomato
2019-03-09,Kg,40,45,42.5,Tomato
2016-10-26,Kg,40,50,45.0,Tomato
2018-06-25,Kg,35,40,37.5,Tomato
2014-01-01,Kg,30,35,32.5,Tomato
2019-06-10,Kg,40,45,42.5,Tomato
2017-10-13,Kg,55,60,57.5,Tomato
2014-11-13,Kg,18,22,20.0,Tomato
2016-01-13,Kg,15,20,17.5,Tomato
2017-06-29,Kg,25,30,27.5,Tomato
2020-02-18,Kg,20,25,22.5,Tomato
2015-11-20,Kg,50,60,55.0,Tomato
2015-02-08,Kg,16,20,18.0,Tomato
2020-05-22,Kg,20,25,22.5,Tomato
2021-04-14,Kg,20,25,22.5,Tomato
2019-07-18,Kg,75,80,77.5,Tomato
2020-03-09,Kg,25,30,27.5,Tomato
2020-02-09,Kg,15,20,17.5,Tomato
2019-10-10,Kg,35,40,37.5,Tomato
2017-02-11,Kg,15,20,17.5,Tomato
2014-08-23,Kg,44,48,46.0,Tomato
2019-10-05,Kg,45,50,47.5,Tomato
2016-08-27,Kg,40,48,44.0,Tomato
2015-07-01,Kg,40,50,45.0,Tomato
2017-06-17,Kg,40,45,42.5,Tomato
2013-07-24,Kg,32,36,34.0,Tomato
2014-07-23,Kg,15,20,17.5,Tomato
2019-03-11,Kg,40,45,42.5,Tomato
2015-03-28,Kg,50,55,52.5,Tomato
2018-03-13,Kg,25,30,27.5,Tomato
2014-08-29,Kg,54,58,56.0,Tomato
2019-09-17,Kg,30,35,32.5,Tomato
2020-12-23,Kg,35,45,40.0,Tomato
2015-01-29,Kg,15,20,17.5,Tomato
2021-03-11,Kg,20,25,22.5,Tomato
2019-11-23,Kg,30,40,35.0,Tomato
2015-09-27,Kg,25,30,27.5,Tomato
2014-02-02,Kg,20,25,22.5,Tomato
2020-06-24,Kg,15,20,17.5,Tomato
2014-04-27,Kg,32,36,34.0,Tomato
2014-01-13,Kg,30,35,32.5,Tomato
2017-04-29,Kg,25,30,27.5,Tomato
2020-08-28,Kg,75,80,77.5,Tomato
2018-03-08,Kg,30,35,32.5,Tomato
2014-10-16,Kg,55,65,60.0,Tomato
2018-08-01,Kg,20,25,22.5,Tomato
2017-03-05,Kg,25,30,27.5,Tomato
2020-08-26,Kg,40,50,45.0,Tomato
2020-06-02,Kg,10,15,12.5,Tomato
2016-05-03,Kg,40,50,45.0,Tomato
2016-08-29,Kg,45,55,50.0,Tomato
2013-10-04,Kg,40,45,42.5,Tomato
2015-10-20,Kg,15,20,17.5,Tomato
2016-12-29,Kg,20,30,25.0,Tomato
2017-05-17,Kg,40,50,45.0,Tomato
2021-01-02,Kg,30,40,35.0,Tomato
2019-04-08,Kg,35,40,37.5,Tomato
2016-04-05,Kg,25,30,27.5,Tomato
2017-07-28,Kg,45,50,47.5,Tomato
2018-10-06,Kg,60,67,63.5,Tomato
2019-02-04,Kg,15,20,17.5,Tomato
2019-04-04,Kg,40,45,42.5,Tomato
2019-09-07,Kg,30,35,32.5,Tomato
2016-06-13,Kg,50,60,55.0,Tomato
2014-09-24,Kg,50,60,55.0,Tomato
2019-01-31,Kg,20,25,22.5,Tomato
2021-01-04,Kg,30,40,35.0,Tomato
2016-08-09,Kg,60,70,65.0,Tomato
2015-02-15,Kg,15,18,16.5,Tomato
2016-10-01,Kg,50,60,55.0,Tomato
2013-07-15,Kg,50,55,52.5,Tomato
2013-10-29,Kg,45,55,50.0,Tomato
2018-01-20,Kg,38,43,40.5,Tomato
2014-12-01,Kg,22,28,25.0,Tomato
2018-09-24,Kg,40,45,42.5,Tomato
2014-02-09,Kg,30,35,32.5,Tomato
2021-03-21,Kg,20,25,22.5,Tomato
2016-07-16,Kg,55,60,57.5,Tomato
2019-07-01,Kg,20,25,22.5,Tomato
2014-10-17,Kg,55,65,60.0,Tomato
2018-05-17,Kg,35,40,37.5,Tomato
2014-01-19,Kg,24,28,26.0,Tomato
2018-02-24,Kg,20,25,22.5,Tomato
2020-06-28,Kg,25,30,27.5,Tomato
2017-07-12,Kg,24,30,27.0,Tomato
2013-09-22,Kg,30,35,32.5,Tomato
2017-06-24,Kg,30,35,32.5,Tomato
2018-05-23,Kg,25,30,27.5,Tomato
2018-05-29,Kg,40,45,42.5,Tomato
2020-10-28,Kg,60,65,62.5,Tomato
2016-12-07,Kg,30,40,35.0,Tomato
2016-11-06,Kg,30,38,34.0,Tomato
2013-06-28,Kg,24,28,26.0,Tomato
2017-12-14,Kg,45,50,47.5,Tomato
2019-09-27,Kg,30,40,35.0,Tomato
2013-06-30,Kg,18,22,20.0,Tomato
2019-04-12,Kg,30,35,32.5,Tomato
2018-05-10,Kg,20,25,22.5,Tomato
2020-07-11,Kg,10,15,12.5,Tomato
2016-01-08,Kg,15,20,17.5,Tomato
2018-09-14,Kg,30,35,32.5,Tomato
2017-02-26,Kg,15,20,17.5,Tomato
2019-11-07,Kg,70,80,75.0,Tomato
2019-06-09,Kg,40,45,42.5,Tomato
2014-06-16,Kg,18,22,20.0,Tomato
2020-01-12,Kg,25,30,27.5,Tomato
2015-06-12,Kg,45,50,47.5,Tomato
2017-08-04,Kg,40,50,45.0,Tomato
2019-01-25,Kg,15,20,17.5,Tomato
2021-02-09,Kg,12,20,16.0,Tomato
2020-08-02,Kg,40,45,42.5,Tomato
2016-11-28,Kg,30,40,35.0,Tomato
2021-01-19,Kg,12,18,15.0,Tomato
2020-05-02,Kg,20,25,22.5,Tomato
2019-05-11,Kg,75,80,77.5,Tomato
2021-03-23,Kg,40,50,45.0,Tomato
2020-06-07,Kg,25,30,27.5,Tomato
2019-06-25,Kg,25,30,27.5,Tomato
2017-09-20,Kg,45,50,47.5,Tomato
2015-01-07,Kg,25,30,27.5,Tomato
2019-03-02,Kg,35,40,37.5,Tomato
2018-01-31,Kg,15,20,17.5,Tomato
2013-12-09,Kg,25,30,27.5,Tomato
2019-03-31,Kg,28,33,30.5,Tomato
2020-03-31,Kg,55,60,57.5,Tomato
2017-11-16,Kg,60,65,62.5,Tomato
2017-01-07,Kg,25,30,27.5,Tomato
2021-02-24,Kg,15,20,17.5,Tomato
2017-03-11,Kg,25,30,27.5,Tomato
2020-07-06,Kg,15,20,17.5,Tomato
2018-07-02,Kg,15,20,17.5,Tomato
2014-02-13,Kg,24,28,26.0,Tomato
2018-12-17,Kg,18,25,21.5,Tomato
2017-06-01,Kg,40,45,42.5,Tomato
2019-03-20,Kg,50,55,52.5,Tomato
2017-03-18,Kg,28,32,30.0,Tomato
2013-08-29,Kg,34,38,36.0,Tomato
2015-01-17,Kg,25,30,27.5,Tomato
2013-08-12,Kg,24,28,26.0,Tomato
2017-11-26,Kg,55,60,57.5,Tomato
2019-01-10,Kg,30,35,32.5,Tomato
2015-12-09,Kg,50,55,52.5,Tomato
2018-07-05,Kg,18,20,19.0,Tomato
2018-10-15,Kg,65,70,67.5,Tomato
2018-01-08,Kg,30,35,32.5,Tomato
2014-07-25,Kg,28,30,29.0,Tomato
2017-06-12,Kg,45,50,47.5,Tomato
2020-10-23,Kg,70,80,75.0,Tomato
2015-10-28,Kg,10,20,15.0,Tomato
2016-08-12,Kg,50,60,55.0,Tomato
2021-04-19,Kg,10,15,12.5,Tomato
2014-11-24,Kg,18,25,21.5,Tomato
2014-03-11,Kg,45,50,47.5,Tomato
2016-12-18,Kg,30,40,35.0,Tomato
2017-09-16,Kg,35,40,37.5,Tomato
2014-05-09,Kg,15,20,17.5,Tomato
2014-10-19,Kg,45,50,47.5,Tomato
2014-03-09,Kg,45,50,47.5,Tomato
2014-04-17,Kg,35,40,37.5,Tomato
2018-09-21,Kg,40,45,42.5,Tomato
2018-10-03,Kg,48,53,50.5,Tomato
2016-07-05,Kg,60,70,65.0,Tomato
2018-10-05,Kg,58,66,62.0,Tomato
2020-11-11,Kg,40,45,42.5,Tomato
2014-08-19,Kg,35,40,37.5,Tomato
2016-05-25,Kg,50,60,55.0,Tomato
2015-09-13,Kg,30,40,35.0,Tomato
2020-02-05,Kg,22,25,23.5,Tomato
2019-07-17,Kg,70,80,75.0,Tomato
2018-10-01,Kg,43,48,45.5,Tomato
2017-07-05,Kg,20,25,22.5,Tomato
2019-10-19,Kg,40,45,42.5,Tomato
2014-12-22,Kg,25,35,30.0,Tomato
2017-01-17,Kg,20,30,25.0,Tomato
2018-02-08,Kg,18,20,19.0,Tomato
2018-11-19,Kg,15,25,20.0,Tomato
2014-07-05,Kg,14,18,16.0,Tomato
2020-07-08,Kg,15,20,17.5,Tomato
2014-12-24,Kg,35,45,40.0,Tomato
2016-05-05,Kg,60,70,65.0,Tomato
2020-11-01,Kg,55,60,57.5,Tomato
2020-12-16,Kg,35,40,37.5,Tomato
2017-03-21,Kg,25,30,27.5,Tomato
2013-06-26,Kg,20,25,22.5,Tomato
2015-01-08,Kg,25,30,27.5,Tomato
2019-03-17,Kg,50,55,52.5,Tomato
2017-01-29,Kg,20,25,22.5,Tomato
2016-10-18,Kg,70,80,75.0,Tomato
2014-12-28,Kg,35,40,37.5,Tomato
2013-06-21,Kg,15,20,17.5,Tomato
2016-01-23,Kg,25,30,27.5,Tomato
2018-12-01,Kg,15,20,17.5,Tomato
2014-07-31,Kg,34,36,35.0,Tomato
2014-10-12,Kg,32,36,34.0,Tomato
2019-07-10,Kg,40,45,42.5,Tomato
2019-05-21,Kg,75,80,77.5,Tomato
2020-04-05,Kg,35,40,37.5,Tomato
2017-10-14,Kg,65,70,67.5,Tomato
2016-03-16,Kg,35,40,37.5,Tomato
2016-09-23,Kg,40,45,42.5,Tomato
2013-07-03,Kg,14,18,16.0,Tomato
2016-12-02,Kg,25,35,30.0,Tomato
2015-08-29,Kg,50,55,52.5,Tomato
2014-10-10,Kg,30,36,33.0,Tomato
2015-03-06,Kg,18,24,21.0,Tomato
2019-10-21,Kg,50,55,52.5,Tomato
2020-02-17,Kg,20,25,22.5,Tomato
2016-08-21,Kg,50,60,55.0,Tomato
2017-04-16,Kg,30,35,32.5,Tomato
2015-05-30,Kg,70,80,75.0,Tomato
2016-01-24,Kg,20,30,25.0,Tomato
2014-07-27,Kg,35,40,37.5,Tomato
2019-08-22,Kg,80,90,85.0,Tomato
2018-11-30,Kg,18,24,21.0,Tomato
2021-04-26,Kg,10,15,12.5,Tomato
2016-07-15,Kg,55,60,57.5,Tomato
2019-09-30,Kg,35,40,37.5,Tomato
2020-02-21,Kg,12,20,16.0,Tomato
2020-07-14,Kg,10,15,12.5,Tomato
2019-12-25,Kg,20,30,25.0,Tomato
2020-07-13,Kg,10,15,12.5,Tomato
2021-04-01,Kg,30,40,35.0,Tomato
2019-07-04,Kg,35,40,37.5,Tomato
2015-04-08,Kg,30,35,32.5,Tomato
2017-04-11,Kg,20,28,24.0,Tomato
2018-02-19,Kg,25,28,26.5,Tomato
2016-01-12,Kg,15,20,17.5,Tomato
2016-10-11,Kg,80,90,85.0,Tomato
2018-08-06,Kg,33,36,34.5,Tomato
2019-01-06,Kg,30,35,32.5,Tomato
2014-12-19,Kg,30,35,32.5,Tomato
2014-07-12,Kg,10,14,12.0,Tomato
